SKU,Product_Name,Parent,Category,Sub_Category,Phone_Model,Base_units_per_mo,ASP,Oct_units,Oct_gross_rev,Nov_units,Nov_gross_rev,COGS,Oct_COGS_value,Oct_margin,Oct_margin_%,Mapped,Sold_in_Sep_HPS,In_inventory_7Sep,In_team_plan,event_dependent,lifecycle
SLAT-STCK-FLX-STND,Slate Stack Flex Stand,Stack Stand,Home Office,Stands,,287.0,977.5714285714286,252,245672.3058006073,271,264542.83011843124,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CORL-STCK-FLX-STND,Coral Stack Flex Stand,Stack Stand,Home Office,Stands,,282.0,976.6595744680852,247,241167.13579121864,266,259691.6100325349,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
FORST-LOFT-CHRNG-STATION-65W,Forest Loft Charging Station 65W,LOFT Charging Station,Accessories,Wireless Charger,,62.5,4999.0,48,238881.02060592023,47,232499.3406797877,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
MARSAL-TECH-CASE-BLUE,Marshal Tech Kit Organiser - Blue,Marshal Kit,Home Office,Organisers,,140.5,1921.775800711744,124,236431.23452867655,133,254591.9358178468,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
ALL-NVY-CMUTE-MSG-LARGE,Navy Commute Messenger Bag - Large,Commute Messenger,Bags and Backpacks,Messenger Bags,,66.0,3467.181818181818,67,230240.2513177053,73,251075.79291243333,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
INDGO-STCK-FLX-STND,Indigo Stack Flex Stand,Stack Stand,Home Office,Stands,,268.5,977.7709497206704,236,229883.19539744064,254,247540.9302197258,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BSLT-PVT-LAPTOP-SLEVE-MED,Basalt Pivot Laptop Sleeve - Medium,Pivot Laptop Sleeve,Cases And Sleeves,Laptop Bags and Sleeves,,89.5,1978.8882681564248,116,228175.56671964077,96,189763.68533404,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
MDNIT-BLU-MRCH-CROSSBODY-BAG-LARG,Midnight Blue March Crossbody Bag Large,March Crossbody,Bags and Backpacks,Crossbody Bags,,118.0,1914.2542372881355,119,227270.1104212919,130,247836.8697599407,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
STRD-2-0-CLR-MEGSAF-AP-IPH17,DailyObjects Stride 2.0 Clear MagSafe Phone Case Cover For iPhone 17,Stride 2.0,Cases And Sleeves,Designer Cases,iPhone 17,182.0,960.5384615384615,235,225222.08577579624,196,187307.403811328,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
TANGRIN-STCK-PHN-WLET-STND,Tangerine Stack Phone Wallet Stand,Stack Wallet,Accessories,Phone Wallets,,97.5,2970.2820512820517,75,221422.01486705669,73,215506.75033956624,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
RAVN-STCK-CLR-AP-IPH17PROMAX,Raven Stack Clear Phone Case Cover for iPhone 17 Pro Max,Stack Clear,Cases And Sleeves,Designer Cases,iPhone 17 Pro Max,94.5,1799.0,122,219022.0303593287,102,182151.08763769583,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
RAVN-STCK-CLR-AP-IPH17PRO,Raven Stack Clear Phone Case Cover for iPhone 17 Pro,Stack Clear,Cases And Sleeves,Designer Cases,iPhone 17 Pro,94.0,1799.0,122,217863.1836378508,101,181187.3252692425,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
FORST-STCK-PHN-WLET-STND,Forest Stack Phone Wallet Stand,Stack Wallet,Accessories,Phone Wallets,,95.5,2973.869109947644,74,217141.9398013173,72,211341.01700369763,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
ARET-LAPTOP-STND-BLUE,Arete Laptop Stand - Blue,Arete,Home Office,Desks,,92.0,2679.4347826086955,81,215852.37097655828,87,232432.3733594032,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-ENML-BMPR-MGSAF-AP-IPH17PROMAX,Black Enamel Bumper MagSafe iPhone 17 Pro Max Case,Enamel,Cases And Sleeves,Designer Cases,iPhone 17 Pro Max,124.5,1341.1686746987953,161,215118.41105296055,134,178904.617402661,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
MNT-STCK-PHN-AP-IPH17,Mint Stack Phone Case Cover for iPhone 17,Stack Plain,Cases And Sleeves,Designer Cases,iPhone 17,112.5,1478.5555555555557,145,214296.46084917744,121,178221.03720135664,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
KHKI-BGIE-MRCH-CROSSBODY-BAG-LARG,Khaki Beige March Crossbody Bag Large,March Crossbody,Bags and Backpacks,Crossbody Bags,,110.0,1918.090909090909,111,212286.59476093,121,231497.4241004148,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
SLATE-GREY-IDYL-DOB-TOTE-BAG,Slate Gray Idyll Tote,Idyll Tote,Bags and Backpacks,Tote Bags,,69.5,3002.5971223021584,70,209962.9022134141,77,228963.4494999128,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
FLMNGO-STCK-CLR-AP-IPH17PRO,Flamingo Stack Clear Phone Case Cover for iPhone 17 Pro,Stack Clear,Cases And Sleeves,Designer Cases,iPhone 17 Pro,90.5,1799.0,117,209751.25658750525,97,174440.98869006854,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
TAN-LTHER-AP-ARPDPRO3,Tan Leatherite AirPods Pro 3 Case Cover,Leatherite Airpods,Cases And Sleeves,Airpods Case Cover,,106.5,1499.0,138,205672.42532547176,115,171048.80229926974,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
ALL-NVY-9TO9-BACKPACK,Navy 9 to 9 Backpack,9 to 9 Backpack,Bags and Backpacks,Backpacks,,69.0,2953.3478260869565,70,205033.29336450572,76,223587.7367676507,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
KHAKI-BEGE-CLVE-FELD-TOTE-BAG,Khaki Beige-Clove Field Tote Bag,Field Tote,Bags and Backpacks,Tote Bags,,106.0,1910.320754716981,107,203738.3843761304,117,222175.6452712896,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
SGE-GRN-PLAT-YFLD-MGNTC-IPPRO5-11,Sage Green Pleat Y-Fold Magnetic iPad Case for iPad Pro 5 11 Inch,Y-Fold,Cases And Sleeves,Tablet Sleeves,,70.5,2199.0,91,199728.10206488348,76,166105.16742651368,606.0,55146.0,144582.10206488348,72.38946376104585,True,True,True,True,False,Continue (active Jul/Aug26)
NTURL-LINK-STEL-AP-WATCHBND-42,Natural Link Steel Apple Watch Band (42/44/45/46/49mm),Watchband - Steel,Accessories,Watch Straps,,32.5,7989.7692307692305,25,198534.5466475305,25,193230.71829075823,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CORL-PVOT-TAIGA-BACKPACK,Pivot Taiga Backpack - Coral,Pivot Taiga,Bags and Backpacks,Backpacks,,45.5,4323.175824175824,46,197913.3062190215,50,215823.42793004424,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CORL-STCK-PHN-AP-IPH17PROMAX,Coral Stack Phone Case Cover for iPhone 17 Pro Max,Stack Plain,Cases And Sleeves,Designer Cases,iPhone 17 Pro Max,94.5,1624.3968253968253,122,197764.69750286863,102,164472.2893281001,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
DAILY-RUNDWN-PACK,,DAILY-RUNDWN-PACK,Bags and Backpacks,Bags and Backpacks,,89.0,2199.0,90,196913.7008732943,98,214733.3635154096,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
MNT-GRN-PEDAL-DAYPACK,DailyObjects Mint Green Pedal Daypack,Pedal Daypack,Bags and Backpacks,Backpacks,,135.0,1441.037037037037,136,195735.504738572,149,213448.5467770733,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
NTURL-WHT-NVY-9TO9-BACKPACK,Ivory - Navy 9 to 9 Backpack,9 to 9 Backpack,Bags and Backpacks,Backpacks,,66.5,2915.5413533834585,67,195074.9703556129,73,212728.2374784244,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
MNKY-SOLDR-DO-VAULT-TECH-MED,Monkey Shoulder x DO Vault Tech Organiser - Medium,Vault Tech kit,Home Office,Organisers,,105.0,2099.0,92,192986.77244299804,100,207810.42776115044,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
LAGON-PVOT-TAIGA-BACKPACK,Pivot Taiga Backpack - Lagoon,Pivot Taiga,Bags and Backpacks,Backpacks,,44.0,4339.909090909091,45,192129.48001880723,49,209516.19563258352,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-BEGE-LTHR-MGSAF-AP-IPH17,Black-Beige Leatherite MagSafe Phone Case Cover for iPhone 17,Leatherite,Cases And Sleeves,Designer Cases,iPhone 17,86.0,1728.360465116279,111,191495.07263341636,93,159258.11526909115,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
TURF-LETHER-DESK-MAT-BLK,Turf Vegan Leather Desk Mat (Black),Leather Desk Mat,Home Office,Desks,,223.5,969.917225950783,196,189818.2675491257,211,204398.5444023913,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
INDGO-STCK-SGNTUR-PHN-SS-GLS26ULTRA,Indigo Stack Signature Phone Case Cover for Samsung Galaxy S26 Ultra,Stack Signature,Cases And Sleeves,Designer Cases,Galaxy S26 Ultra,116.0,1266.2413793103449,150,189234.06541141105,125,157377.73399434323,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
COMM-EVRYDAY-PACK,,COMM-EVRYDAY-PACK,Bags and Backpacks,Bags and Backpacks,,50.0,3699.0,51,186086.5714063889,55,202926.43531623163,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
INDGO-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Indigo Stack Signature Phone Case Cover for iPhone 17 Pro Max,Stack Signature,Cases And Sleeves,Designer Cases,iPhone 17 Pro Max,76.5,1883.9673202614376,99,185677.6492083651,82,154420.0174650318,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
WRM-GRY-TRCK-NYLN-AP-WATCHBND-42,Warm Grey Track Nylon Apple Watch Band (42/44/45/46/49mm),Watchband - Track Nylon,Accessories,Watch Straps,,97.5,2480.538461538461,75,184913.6932541495,73,179973.74448252327,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
NAVY-BLUE-BUOY-DOB-TOTE-BAG,DailyObjects Midnight Blue Buoy Tote Bag,Buoy Tote,Bags and Backpacks,Tote Bags,,79.0,2316.721518987342,80,184145.71714176104,87,200809.94386597472,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
WHT-BEM-2-0-MGSAF-AP-IPH17PRO,White Beam 2.0 MagSafe Phone Case Cover for iPhone 17 Pro,Beam 2.0,Cases And Sleeves,Designer Cases,iPhone 17 Pro,146.5,958.0443686006826,189,180820.6707314648,157,150380.6799118696,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
PINE-STRA-SLEVE-MED,Pine Stria Laptop Sleeve - Medium,Stria Laptop Sleeve,Cases And Sleeves,Laptop Bags and Sleeves,,97.0,1444.8762886597938,125,180562.36192917876,104,150165.85572634995,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
NOIR-LINK-STEL-AP-WATCHBND-42,Noir Link Steel Apple Watch Band (42/44/45/46/49mm),Watchband - Steel,Accessories,Watch Straps,,29.5,7982.050847457627,23,180034.19359899612,22,175224.60011855158,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
SLTE-GRAY-STRA-SLEVE-MED,Slate Gray Stria Laptop Sleeve - Medium,Stria Laptop Sleeve,Cases And Sleeves,Laptop Bags and Sleeves,,96.0,1440.6666666666667,124,178180.2523260518,103,148184.75887335345,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CBLT-STCK-PHN-GRP-STND,Cobalt Stack Phone Grip & Stand,Stack Grip,Accessories,Phone Grip,,157.0,1474.6369426751592,121,177012.22205606385,117,172283.36020965184,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
AM-PM-PACK,,AM-PM-PACK,Bags and Backpacks,Bags and Backpacks,,47.5,3599.0,48,172003.05270803298,53,187568.4316485433,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
GRN-OLIV-LTHR-MGSAF-AP-IPH17PRO,Green-Olive Leatherite MagSafe Phone Case Cover for iPhone 17 Pro,Leatherite,Cases And Sleeves,Designer Cases,iPhone 17 Pro,77.0,1725.948051948052,100,171215.5770883534,83,142392.5416817368,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
ALL-NVY-CMUTE-MSG-MED,Navy Commute Messenger Bag - Medium,Commute Messenger,Bags and Backpacks,Messenger Bags,,51.5,3261.135922330097,52,168980.59225653368,57,184272.45429417747,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
COL-ANTRCT-TRCK-NYLN-AP-WATCHBND-38,Cool Anthracite Track Nylon Apple Watch Band (38/40/41mm),Watchband - Track Nylon,Accessories,Watch Straps,,88.0,2481.954545454545,68,166991.73906006882,66,162530.57330363287,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
FRST-GRN-TRCK-NYLN-AP-WATCHBND-42,Forest Green Track Nylon Apple Watch Band (42/44/45/46/49mm),Watchband - Track Nylon,Accessories,Watch Straps,,86.5,2486.28323699422,67,164431.56911408307,65,160038.79801332275,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
SLAT-STCK-SGNTUR-PHN-SS-GLS26ULTRA,Slate Stack Signature Phone Case Cover for Samsung Galaxy S26 Ultra,Stack Signature,Cases And Sleeves,Designer Cases,Galaxy S26 Ultra,104.0,1224.9615384615386,134,164127.22282312653,112,136497.46602722796,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-STCK-SGNTUR-PHN-AP-IPH17,Carbon Stack Signature Phone Case Cover for iPhone 17,Stack Signature,Cases And Sleeves,Designer Cases,iPhone 17,76.0,1672.0263157894738,98,163712.3827516247,82,136152.4615996104,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
IVORY-CLVE-CMUTE-MSG-LARGE,Ivory - Clove Commute Messenger Bag - Large,Commute Messenger,Bags and Backpacks,Messenger Bags,,46.5,3472.1182795698924,47,162445.67859725014,52,177146.16504097974,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
TNGRN-STCK-PHN-GRP-STND,Tangerine Stack Phone Grip & Stand,Stack Grip,Accessories,Phone Grip,,143.5,1474.9581881533102,110,161826.67169554537,107,157503.49013992076,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
SPCE-BLUE-STRA-SLEVE-LARGE,Space Blue Stria Laptop Sleeve - Large,Stria Laptop Sleeve,Cases And Sleeves,Laptop Bags and Sleeves,,80.5,1559.8695652173913,104,161774.10049207657,87,134540.4766264718,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
NVYBLUE-GRY-LTHR-MGSAF-AP-IPH17,Navy Blue-Grey Leatherite MagSafe Phone Case Cover for iPhone 17,Leatherite,Cases And Sleeves,Designer Cases,iPhone 17,83.5,1501.994011976048,108,161576.98704195305,90,134376.54595123738,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
GRPHT-ELPS-LTHR-AP-WATCHBND-42,Graphite Ellipse Leather Apple Watch Band (42/44/45/46/49mm),Watchband - Ellipse Leather,Accessories,Watch Straps,,69.5,2987.4892086330933,54,158748.50409735556,52,154507.55544713637,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
SND-BSLT-PVT-KEY-TOTE,,Pivot Key Tote,Bags and Backpacks,Bags and Backpacks,,40.0,3942.75,41,158679.17370371232,44,173038.81110420593,,,,,True,False,False,True,False,Continue (active Jul/Aug26)
CRBN-STCK-PHN-AP-IPH16,Carbon Stack Phone Case Cover for iPhone 16,Stack Plain,Cases And Sleeves,Designer Cases,iPhone 16,83.5,1473.8502994011976,108,158549.42751391177,90,131858.6564950222,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
ATLC-BLU-PLAT-YFLD-MGNTC-IPAR-4-10-9,Atlantic Blue Pleat Y-Fold Magnetic iPad Case for iPad Air 4 10.9,Y-Fold,Cases And Sleeves,Tablet Sleeves,,67.0,1827.358208955224,87,157733.27476454404,72,131179.89778416592,593.0,51591.0,106142.27476454404,67.29225328199624,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-STCK-PHN-AP-IPH16PRO,Carbon Stack Phone Case Cover for iPhone 16 Pro,Stack Plain,Cases And Sleeves,Designer Cases,iPhone 16 Pro,73.0,1672.972602739726,95,157339.04786429697,79,130852.03643369704,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-STCK-PHN-SS-GLS26ULTRA,Carbon Stack Phone Case Cover for Samsung Galaxy S26 Ultra,Stack Plain,Cases And Sleeves,Designer Cases,Galaxy S26 Ultra,98.5,1239.6091370558377,127,157306.1956226097,106,130824.71465449133,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BSLT-PVT-TRVL-SLNG,Pivot Travel Sling - Basalt,Pivot Travel Sling,Accessories,Phone Bags,,113.0,1811.3893805309733,87,156497.98588442168,85,152317.15957823154,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
MARSAL-MINI-TECH-CASE-BLUE,Marshal Mini Tech Kit Organiser - Blue,Marshal Kit,Home Office,Organisers,,143.5,1236.2822299651568,126,155344.30384268577,136,167276.5745711497,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Carbon Stack Signature Phone Case Cover for iPhone 17 Pro Max,Stack Signature,Cases And Sleeves,Designer Cases,iPhone 17 Pro Max,64.0,1881.8125,83,155160.49332731066,69,129040.22746754393,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-RPSTP-VULT-TECH-ORGNISR-COMBO,Black Ripstop Vault Tech Organiser Combo,Vault Tech kit,Home Office,Organisers,,63.5,2784.0393700787404,56,154801.40677644263,60,166691.9766210514,,,,,True,True,False,True,True,Continue (active Jul/Aug26)
BLUE-RPSTP-VULT-TECH-ORGNISER-SML,Blue Ripstop Vault Tech Organiser - Small,Vault Tech kit,Home Office,Organisers,,119.0,1454.8823529411766,105,151600.5031866816,113,163245.20596527026,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-BLK-RETRT-DOB-CROSSBODY-BAG,Carbon Black Retreat Crossbody Bag,Retreat Crossbody,Bags and Backpacks,Crossbody Bags,,128.0,1175.5625,129,151396.69409387483,141,165097.3050819357,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-URBAN-TECH-FLIO,Urbane Tech Folio - Black,Folio,Home Office,Organisers,,89.0,1937.2022471910116,78,150970.042077496,84,162566.3180232206,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-STCK-PHN-AP-IPH16PROMAX,Carbon Stack Phone Case Cover for iPhone 16 Pro Max,Stack Plain,Cases And Sleeves,Designer Cases,iPhone 16 Pro Max,69.5,1677.4172661870505,90,150193.3632165178,75,124909.2815958684,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
MODRN-MNT-TRCK-NYLN-AP-WATCHBND-38,Modern Mint Track Nylon Apple Watch Band (38/40/41mm),Watchband - Track Nylon,Accessories,Watch Straps,,79.0,2483.8101265822784,61,150025.11780536675,59,146017.21345078177,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-BEGE-LTHR-MGSAF-AP-IPH16PRO,Black-Beige Leatherite MagSafe Phone Case Cover for iPhone 16 Pro,Leatherite,Cases And Sleeves,Designer Cases,iPhone 16 Pro,71.5,1620.6783216783217,93,149288.9603277157,77,124157.12908596922,544.0,50592.0,98696.9603277157,66.1113588781504,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-STCK-PHN-AP-IPH15,Carbon Stack Phone Case Cover for iPhone 15,Stack Plain,Cases And Sleeves,Designer Cases,iPhone 15,78.0,1479.7692307692307,101,148700.84078535365,84,123668.0156660704,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-STCK-SGNTUR-PHN-AP-IPH17PRO,Carbon Stack Signature Phone Case Cover for iPhone 17 Pro,Stack Signature,Cases And Sleeves,Designer Cases,iPhone 17 Pro,61.5,1873.79674796748,80,148464.43347752572,66,123471.40600002126,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
ATLC-BLU-PLAT-YFLD-MGNTC-IPAR-11-11,Atlantic Blue Pleat Y-Fold Magnetic iPad Case for iPad Air 11 (M2) 2024 11 Inch,Y-Fold,Cases And Sleeves,Tablet Sleeves,,62.0,1857.8709677419356,80,148399.37315575292,67,123417.29816277068,593.0,47440.0,100959.37315575292,68.03220998096182,True,True,True,True,False,Continue (active Jul/Aug26)
CLVE-FELD-BACKPACK,Clove Field Backpack,Field Backpack,Bags and Backpacks,Backpacks,,44.0,3349.0,45,148261.5453698829,49,161678.44175430454,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
SGE-GRN-PLAT-YFLD-MGNTC-IPAR-11-2026,,Y-Fold,Cases And Sleeves,Cases And Sleeves,,59.5,1927.571428571429,77,147758.43236205055,64,122884.25560767832,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
TAN-BRWN-DART-DESK-MAT-R1,Tan-Brown Dart Organiser Desk Mat (r1),Dart Desk Mat,Home Office,Desks,,95.0,1773.7368421052631,84,147549.79056016417,90,158883.35093760138,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CLVE-TAN-SYSTEM-TOT,Clove-Tan System Tote Bag,System Tote,Bags and Backpacks,Tote Bags,,38.5,3791.207792207792,39,146858.4757628204,43,160148.40166753254,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
KHAK-BEGE-BUOY-DOB-TOTE-BAG,DailyObjects Khaki Beige Buoy Tote Bag,Buoy Tote,Bags and Backpacks,Tote Bags,,62.0,2342.548387096774,63,146130.5296454237,69,159354.58022416246,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
FRST-GRN-FELD-BACKPACK,Forest Green Field Backpack,Field Backpack,Bags and Backpacks,Backpacks,,42.5,3402.529411764706,43,145496.1550400075,47,158662.79802645018,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-NIMBS-MAGSAF-PHN-AP-IPH15PROMAX,Black Nimbus MagSafe Phone Case Cover For iPhone 15 Pro Max,Nimbus Coloured,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,140.0,804.7142857142857,181,145142.49209750257,151,120708.69197327626,209.0,37829.0,107313.49209750257,73.93664704710488,True,True,True,True,False,Continue (active Jul/Aug26)
NDE-3IN1-WIRLES-DOK-LMP-WTHSTND-CHRGDSK,Node 3-in-1 Wireless Charging Ecosystem,Node Charger,Accessories,Wireless Charger,,13.0,14496.0,10,144082.09824731175,10,140232.96099995883,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
BLK-FRSTD-CLR-ON-13R,DailyObjects Black Frosted Clear Case Cover For OnePlus 13R,Frosted Clear,Cases And Sleeves,Designer Cases,OnePlus 13R,147.5,756.457627118644,191,143747.88222979844,159,119548.8556599346,231.0,44121.0,99626.88222979844,69.30667825111523,True,True,True,True,False,Continue (active Jul/Aug26)
CORL-STCK-PHN-AP-IPH17PRO,Coral Stack Phone Case Cover for iPhone 17 Pro,Stack Plain,Cases And Sleeves,Designer Cases,iPhone 17 Pro,69.0,1616.391304347826,89,143687.9752008393,74,119499.0335919712,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
MIDNYT-BLUE-CIT-CMPT-MSG-BAG,Midnight Blue City Compact Fleet Messenger Bag,Fleet,Bags and Backpacks,Messenger Bags,,46.0,3044.6521739130435,47,140914.6724614782,51,153666.71517588268,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
